area_name_en,property_type_en,median_price,meter_sale_price,price_per_sqm,sale_count,growth_stage,median_rent,meter_rent_price,rent_count,rental_yield,growth_stage_encoded,cluster_id,cluster_label
Palm Jumeirah,Unit,2500000.0,15856.24,17845.97274491986,10401,Stabilized / Legacy,1916724.0,11185.43,1117,0.7667,3.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Palm Jumeirah,Villa,8250000.0,13256.42,16221.451304850578,2347,Stabilized / Legacy,6000000.0,9076.42,225,0.7273,3.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Port Saeed,Unit,1303109.0,15798.63,15840.45584306518,328,,1151946.0,11172.97,70,0.884,,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
Rega Al Buteen,Unit,1350000.0,9082.22,10434.832014060816,139,,1342000.0,10537.905,41,0.9941,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Saih Shuaib 1,Land,1569830.0,1453.13,1785.0493685897732,1386,,665585.0,665.505,8,0.424,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Saih Shuaib 2,Building,6582669.0,1743.96,1786.412906778411,9,Off-Plan or Launch,57650000.0,14810.38,2,8.7578,0.0,4,"Cluster 4: Yield 521.0%, Price AED 5035274, Stage ~ 0.0."
Saih Shuaib 2,Unit,751770.0,10763.884999999998,10839.681685607116,274,Off-Plan or Launch,600000.0,8593.53,7,0.7981,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Saih Shuaib 2,Villa,775400.0,7029.04,7179.432626516753,126,Early Growth,544000.0,4675.17,14,0.7016,1.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Trade Center First,Unit,2498035.0,16145.89,17357.623368788103,188,Early Growth,1809984.0,10656.24,44,0.7246,1.0,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
Trade Center Second,Unit,2378000.0,14257.995,13421.372901454555,4,,2440600.0,12055.75,131,1.0263,,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
Um Al Sheif,Building,9000937.5,6529.975,8386.87317398002,62,,,,1,,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Al Sheif,Land,7613450.0,5381.94,6482.570158825907,177,,6253000.0,4547.74,3,0.8213,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Al Sheif,Villa,6000000.0,4951.38,5430.805287277326,201,,8200000.0,6152.095,7,1.3667,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Hurair Second,Unit,1647000.0,20463.24,18993.21962255119,97,,1926417.0,15401.76,11,1.1697,,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
Um Suqaim First,Land,5250000.0,5789.88,8168.330636605635,39,,,,2,,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Suqaim First,Villa,5625000.0,6070.860000000001,6685.048615941409,242,,,,7,,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Suqaim Second,Building,5900000.0,4299.165,6496.99453600302,28,Off-Plan or Launch,,,1,,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Suqaim Second,Land,5410240.0,5328.14,6490.618596932136,105,,,,3,,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Suqaim Second,Villa,4000000.0,4549.5,6681.48129791583,285,,4410000.0,7417.0,23,1.1025,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Um Suqaim Third,Unit,2350000.0,28141.215,28567.03763207416,240,Off-Plan or Launch,1806250.0,19836.55,13,0.7686,0.0,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
Um Suqaim Third,Villa,5950000.0,4551.01,6465.562117049993,166,,19125000.0,5198.48,5,3.2143,,4,"Cluster 4: Yield 521.0%, Price AED 5035274, Stage ~ 0.0."
Wadi Al Amardi,Building,12000000.0,649.27,704.3413504505706,63,,,,1,,,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 2,Land,655264.5,1124.24,1894.9969682075807,692,Early Growth,,,5,,1.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 2,Unit,550000.0,7165.11,7034.552058524439,2091,Off-Plan or Launch,585000.0,6838.07,1365,1.0636,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 2,Villa,3100000.0,6195.34,6360.194364852787,404,Stabilized / Legacy,2326353.0,4382.0,291,0.7504,3.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Wadi Al Safa 3,Building,7480000.0,3498.27,6789.151921973579,21,Off-Plan or Launch,85000000.0,22622.09,6,11.3636,0.0,4,"Cluster 4: Yield 521.0%, Price AED 5035274, Stage ~ 0.0."
Wadi Al Safa 3,Land,8000000.0,3871.86,6253.014015501207,294,Off-Plan or Launch,20000000.0,15686.27,6,2.5,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 3,Unit,950000.0,9041.68,9846.49663830814,987,Off-Plan or Launch,715000.0,6833.504999999999,289,0.7526,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 3,Villa,4700000.0,7987.445,9421.893217753024,642,Maturity,2537550.0,4565.575,365,0.5399,2.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Wadi Al Safa 5,Building,6128500.0,2906.62,7672.934149474719,34,Off-Plan or Launch,25700000.0,10271.91,2,4.1935,0.0,4,"Cluster 4: Yield 521.0%, Price AED 5035274, Stage ~ 0.0."
Wadi Al Safa 5,Land,3500000.0,3678.98,4580.982903856392,705,Off-Plan or Launch,3000000.0,4660.48,92,0.8571,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 5,Unit,525000.0,7294.45,7358.528609118855,3380,Stabilized / Legacy,598493.0,7212.57,3583,1.14,3.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Wadi Al Safa 5,Villa,3175000.0,6216.1,7315.814341644174,1809,Off-Plan or Launch,2355500.0,4073.99,839,0.7419,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 6,Land,10150000.0,6356.51,6619.49137212054,10,Off-Plan or Launch,1437515.4,2106.38,4,0.1416,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 6,Villa,2900000.0,6029.295,6564.282374018099,5986,Off-Plan or Launch,1732550.0,3288.01,2197,0.5974,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 7,Unit,1210000.0,9205.31,9243.72522689613,290,Off-Plan or Launch,1832000.0,10810.81,40,1.514,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Wadi Al Safa 7,Villa,3300000.0,10303.97,11177.52759880295,1503,Maturity,2298750.0,6716.475,311,0.6966,2.0,1,"Cluster 1: Yield 92.0%, Price AED 3084163, Stage ~ 2.54."
Warsan Fourth,Building,5700063.0,2176.005,4409.51140340446,88,Off-Plan or Launch,20000000.0,8002.14,2,3.5087,0.0,4,"Cluster 4: Yield 521.0%, Price AED 5035274, Stage ~ 0.0."
Warsan Fourth,Unit,420000.0,7808.434999999999,7870.840979137641,1434,Off-Plan or Launch,526100.0,6463.04,162,1.2526,0.0,2,"Cluster 2: Yield 119.0%, Price AED 3423726, Stage ~ 0.14."
Zaabeel Second,Unit,2800000.0,27113.46,26975.85446615389,357,Off-Plan or Launch,2332000.0,20956.15,8,0.8329,0.0,0,"Cluster 0: Yield 76.0%, Price AED 8661525, Stage ~ 0.29."
